,AIRCRAFT,Turbulence_Category
1657,TR14,U
1658,B47,U
1659,FA10 B737,U
1660,CJ25,U
1661,MIG,U
1662,208,U
1663,CPTR,U
1664,RJ35,U
1665,B320,U
1666,C300,U
1667,Z,U
1668,RMJ,U
1669,BE92,U
1670,SW41,U
1671,SF30,U
1672,BE29,U
1673,C20,U
1674,B103,U
1675,CRJ8,U
1676,M2OT,U
1677,EM3,U
1678,AZ6L,U
1679,AH64,U
1680,BD76,U
1681,LRJT,U
1682,HXZ,U
1683,DC10 B767,U
1684,0A28,U
1685,SKAR,U
1686,B46,U
1687,SEVR,U
1688,JSTA,U
1689,RJ80,U
1690,DDDP,U
1691,S900,U
1692,B412,U
1693,BL36,U
1694,B230,U
1695,TR1,U
1696,COLG,U
1697,P46Y,U
1698,A315,U
1699,B306,U
1700,CA11,U
1701,DC97,U
1702,DH8J,U
1703,JBR11,U
1704,FZTH,U
1705,CL7,U
1706,DC89,U
1707,C4012,U
1708,M90,U
1709,G55,U
1710,P34R,U
1711,BE,U
1712,H65,U
1713,LJJ6,U
1714,DH-8,U
1715,AT74,U
1716,E2,U
1717,P27A,U
1718,WEST WIND,U
1719,AR11,U
1720,C25B,U
1721,CLL3,U
1722,DCH2,U
1723,RH22,U
1724,UNN,U
1725,P30,U
1726,C717,U
1727,TB7,U
1728,LLJ35,U
1729,SW24,U
1730,DHCB,U
1731,A75,U
1732,PAY,U
1733,}LR35,U
1734,B90L,U
1735,S2RT,U
1736,BE8,U
1737,SRB,U
1738,SW,U
1739,CJ2,U
1740,739,U
1741,CE560,U
1742,CP21,U
1743,B731,U
1744,DC0,U
1745,CH60,U
1746,B737 E145 G,U
1747,FK50,U
1748,JS42,U
1749,CESSNA,U
1750,M82,U
1751,GC18,U
1752,DURC,U
1753,525,U
1754,T16,U
1755,B207,U
1756,B763E,U
1757,B733R,U
1758,LNZ4,U
1759,ASTRO,U
1760,GA8,U
1761,C45,U
1762,BD80,U
1763,C1D2,U
1764,NA7,U
1765,SF40,U
1766,RC70,U
1767,LK7,U
1768,P3C,U
1769,J325,U
1770,EMB,U
1771,CH40,U
1772,BH43,U
1773,P61,U
1774,KC13,U
1775,C171,U
1776,P2A8,U
1777,BE90T,U
1778,D145,U
1779,CW4,U
1780,C2210,U
1781,T207,U
1782,T206,U
1783,SVRL ACRFT,U
1784,CL20,U
1785,CJJ,U
1786,CRG2,U
1787,L19,U
1788,LU8,U
1789,A,U
1790,402,U
1791,MK17,U
1792,DC10 (HEAVY,U
1793,FW3,U
1794,RSJ7,U
1795,SS34,U
1796,P18,U
1797,TH55,U
1798,B757; B737,U
1799,CRJ MD80,U
1800,P26,U
1801,HR22,U
1802,AZTEC,U
1803,MD1,U
1804,YKN,U
1805,W120,U
1806,RG85,U
1807,C440,U
1808,L208,U
1809,TMB,U
1810,C52A,U
1811,MD500,U
1812,BN12,U
1813,GL3,U
1814,IL96,U
1815,RJ10,U
1816,AC58,U
1817,CVLP,U
1818,HS20,U
1819,B737; B767,U
1820,BLF5,U
1821,P57,U
1822,S2R,U
1823,C119,U
1824,A319 E45X,U
1825,CR2,U
1826,DC85,U
1827,SIR2,U
1828,MOJ2,U
1829,P182,U
1830,A31,U
1831,SR72,U
1832,CRG,U
1833,AC81,U
1834,V402,U
1835,NMRS HVY,U
1836,D38,U
1837,CRJ1 MD80,U
1838,CRJC,U
1839,BF34,U
1840,HC17,U
1841,GL25,U
1842,CASA,U
1843,S601,U
1844,M7T,U
1845,L12,U
1846,RV85,U
1847,B %e,U
1848,SF#$,U
1849,UNKM,U
1850,P138,U
1851,ASTJ,U
1852,PA3PA31,U
1853,V747,U
1854,B757 C650,U
1855,C350,U
1856,B738E,U
1857,B737R,U
1858,P29R,U
1859,OMS1,U
1860,AB35,U
1861,RELI,U
1862,C203,U
1863,OH6,U
1864,PC10,U
1865,V95,U
1866,IMC,U
1867,REBL,U
1868,LRJ7F,U
1869,DDH8,U
1870,UKNN,U
1871,DCH6,U
1872,7377,U
1873,CARJ B737,U
1874,CRJ2 B737,U
1875,MD20,U
1876,GLSAR,U
1877,PA26,U
1878,M2OP,U
1879,LJ63,U
1880,B180,U
1881,SWR,U
1882,CO42,U
1883,BE355,U
1884,C700,U
1885,DC12,U
1886,F120,U
1887,G,U
1888,B737 B752,U
1889,SVRL MD80,U
1890,R46,U
1891,734,U
1892,DO32,U
1893,M2-P,U
1894,FJ50,U
1895,7379,U
1896,LJ33,U
1897,7374,U
1898,A500,U
1899,RV9A,U
1900,DH6D,U
1901,HBX1,U
1902,070,U
1903,MD5,U
1904,MD12,U
1905,RG2,U
1906,GA50,U
1907,L735,U
1908,CRK2,U
1909,414,U
1910,DC8Q,U
1911,EAGL,U
1912,TMB7,U
1913,E145 B737,U
1914,PRN1,U
1915,SF43,U
1916,PA29,U
1917,MN80,U
1918,HA25,U
1919,CXL,U
1920,M25C,U
1921,GLF?,U
1922,F80,U
1923,TRJ7,U
1924,DC94,U
1925,BE9O,U
1926,P26T,U
1927,C415,U
1928,P337,U
1929,NMRS ACRFT,U
1930,FA09,U
1931,MTLS,U
1932,PITT,U
1933,C156,U
1934,B7757,U
1935,CA1,U
1936,C32Q,U
1937,RV22,U
1938,XLRG,U
1939,BL65,U
1940,HS10,U
1941,DH08,U
1942,T39,U
1943,LJ20,U
1944,SF33,U
1945,L100,U
1946,LGE2,U
1947,DA22,U
1948,WW4,U
1949,LRJ45,U
1950,FD52,U
1951,Y18T,U
1952,PA32R,U
1953,UKNK,U
1954,LARO,U
1955,C590,U
1956,B72S,U
1957,MULT A,U
1958,UH1H,U
1959,P28Q,U
1960,CL30,U
1961,FA4,U
1962,E332,U
1963,S227,U
1964,GLS,U
1965,A119,U
1966,D228,U
1967,NUM ACFT,U
1968,BL9,U
1969,NMRS ACT,U
1970,NEG,U
1971,LJ35 FA50,U
1972,CG50,U
1973,SVRL A320,U
1974,C680,U
1975,JS45,U
1976,F60,U
1977,H1T,U
1978,AH-1,U
1979,H747,U
1980,V650,U
1981,DH6C,U
1982,MU22,U
1983,BIG,U
1984,MAN,U
1985,SVRL B767,U
1986,FR22,U
1987,B717 MD88,U
1988,R722,U
1989,ATR7,U
1990,T72,U
1991,MS80,U
1992,SX30,U
1993,LJ80,U
1994,BE350,U
1995,P68C,U
1996,BE39L,U
1997,PA61,U
1998,DC88,U
1999,LRJ2,U
2000,B7333,U
2001,B185,U
2002,B74F,U
2003,G53,U
2004,H60G,U
2005,TBS7,U
2006,FA1-,U
2007,MILJET,U
2008,HM17,U
2009,GS159,U
2010,C756,U
2011,B72,U
2012,CS25,U
2013,HB25,U
2014,S34,U
2015,SR44,U
2016,KE35,U
2017,U2,U
2018,CF6X,U
2019,BE91,U
2020,B737; C210,U
2021,G1,U
2022,H777,U
2023,MD82 BE20,U
2024,BE40G,U
2025,GLF4R,U
2026,NE9L,U
2027,319,U
2028,MULT JETS,U
2029,721,U
2030,CITA,U
2031,RJS,U
2032,NE36,U
2033,B757 A300,U
2034,H25S,U
2035,M20U,U
2036,VG21,U
2037,M21R,U
2038,FRJ7,U
2039,C400,U
2040,BL31,U
2041,B05,U
2042,TCRJ2,U
2043,1545,U
2044,CE56,U
2045,752,U
2046,LR36,U
2047,OBS,U
2048,FA25,U
2049,HR72,U
2050,CR32,U
2051,GLE,U
2052,JSTR,U
2053,A321 B738,U
2054,C206AMPHIB,U
2055,BL99,U
2056,SRJ7,U
2057,130,U
2058,UC35,U
2059,NMRS TYPES,U
2060,E145X,U
2061,SJ2,U
2062,MO83,U
2063,B7676,U
2064,421,U
2065,P210G,U
2066,0AZT,U
2067,CT10,U
2068,DRAG,U
2069,C2340,U
2070,SA27,U
2071,SP80,U
2072,P145,U
2073,FA76,U
2074,C50X,U
2075,PREM,U
2076,L545,U
2077,GULF4,U
2078,B747H,U
2079,BE39,U
2080,FA60,U
2081,GLEX16,U
2082,PL6,U
2083,M30,U
2084,C50,U
2085,FALCON50,U
2086,B7A7,U
2087,C296,U
2088,RF10,U
2089,P24,U
2090,CH17,U
2091,PAYT,U
2092,BE59,U
2093,B550,U
2094,RB4,U
2095,LNB4,U
2096,E210,U
2097,P131,U
2098,NMRS B737,U
2099,BE3S,U
2100,B733 B767,U
2101,E12,U
2102,B757 DC10,U
2103,LRJ7,U
2104,C759,U
2105,S269,U
2106,BRAZ,U
2107,B724,U
2108,B737; A320,U
2109,;J35,U
2110,CJ7,U
2111,OA34,U
2112,TR35,U
2113,C17 CRJ2,U
2114,P24T,U
2115,SV20,U
2116,BEE6,U
2117,PA40,U
2118,FC1,U
2119,C32,U
2120,B7667,U
2121,M21T,U
2122,B728,U
2123,S328,U
2124,P44R,U
2125,BHC6,U
2126,E40,U
2127,B39L,U
2128,G34,U
2129,GS41,U
2130,7378,U
2131,MD00,U
2132,PL20,U
2133,AC15,U
2134,0734,U
2135,-8,U
2136,CR17,U
2137,B560,U
2138,F10,U
2139,PTS1,U
2140,WW34,U
2141,BE300,U
2142,B737 LJ60,U
2143,SJ45,U
2144,B737S,U
2145,CL40,U
2146,A219,U
2147,GLAX,U
2148,Z320,U
2149,F767,U
2150,GF5,U
2151,SVRLJETS,U
2152,A302,U
2153,BA32,U
2154,B399,U
2155,UAH,U
2156,O18,U
2157,LUSK,U
2158,A345,U
2159,CA82,U
2160,E55,U
2161,S29,U
2162,KA,U
2163,GF4,U
2164,AC6,U
2165,EXPA,U
2166,BE12,U
2167,P67,U
2168,B3B7,U
2169,BELL HELO,U
2170,M2OE,U
2171,B737 WW24,U
2172,BS23,U
2173,G73T,U
2174,F12,U
2175,CLR,U
2176,DHH8,U
2177,B772 B737,U
2178,P46G,U
2179,E20,U
2180,B737..A319,U
2181,C17A,U
2182,DA60,U
2183,IBE5,U
2184,O22,U
2185,TTIN,U
2186,VE2E,U
2187,HUSKY,U
2188,RVA,U
2189,CRJ2F,U
2190,RA68,U
2191,C445,U
2192,B140,U
2193,SVRL B757,U
2194,VW90,U
2195,YK50,U
2196,MD80 BE35,U
2197,CRJ1 B737 MD80,U
2198,B90,U
2199,JF41,U
2200,C319,U
2201,Z306,U
2202,FP N,U
2203,PE35,U
2204,C114,U
2205,OC12,U
2206,TBM700,U
2207,SR23,U
2208,747-400,U
2209,H70A,U
2210,A1A,U
2211,RJ9,U
2212,B14C,U
2213,HELOCOPT,U
2214,CHA7,U
2215,HR2,U
2216,BE69,U
2217,C189,U
2218,BC14,U
2219,3120,U
2220,C424,U
2221,CL26,U
2222,C027,U
2223,E170,U
2224,D5,U
2225,UH58,U
2226,MU21,U
2227,RAL,U
2228,ASET,U
2229,B738 A320,U
2230,GL5,U
2231,S19,U
2232,C510,U
2233,LC32,U
2234,PA3Y,U
2235,WA50,U
2236,CRH1,U
2237,B14A,U
2238,CRJ72,U
2239,H DC8,U
2240,PA3G,U
2241,BL7,U
2242,WW5,U
2243,M24,U
2244,GLS5,U
2245,CJ65,U
2246,N733,U
2247,B319,U
2248,VJ17,U
2249,PV12,U
2250,F2B,U
2251,P47T,U
2252,CH2R,U
2253,BL6,U
2254,CH25,U
2255,C31-,U
2256,M11,U
2257,SK92,U
2258,B390,U
2259,ATR2,U
2260,B752 B767,U
2261,BD19,U
2262,C20M,U
2263,BEPT,U
2264,MIMU,U
2265,SR11,U
2266,RV68,U
2267,CC17,U
2268,X6A,U
2269,M20L,U
2270,S260,U
2271,EXPR,U
2272,BD9L,U
2273,EMBR,U
2274,MU5,U
2275,CL21,U
2276,T735,U
2277,BD06,U
2278,A24,U
2279,C172R,U
2280,PT8A,U
2281,FA40,U
2282,PA31S,U
2283,CB33,U
2284,CLF5,U
2285,B95,U
2286,BE90 SVRL,U
2287,A60,U
2288,AE320,U
2289,AC114,U
2290,R77,U
2291,P64T,U
2292,BN4,U
2293,WW2L,U
2294,PITS,U
2295,EJ35,U
2296,A319 A320,U
2297,B737 CJR2,U
2298,D340,U
2299,D168,U
2300,MOST,U
2301,B652,U
2302,ECOP,U
2303,XTRA,U
2304,ACRO,U
2305,MT7,U
2306,B733 B738,U
2307,SEVRL ACFT,U
2308,UL45,U
2309,CN35,U
2310,SH35,U
2311,SB91,U
2312,LJ85,U
2313,AT8,U
2314,B737 A320,U
2315,F8L,U
2316,PA71,U
2317,H258,U
2318,P28P,U
2319,TBN7,U
2320,CH08,U
2321,E6B,U
2322,ASDR,U
2323,B73F,U
2324,BE68,U
2325,C117,U
2326,S92,U
2327,CL50,U
2328,MD32,U
2329,HBC,U
2330,MO2O,U
2331,C18R,U
2332,AC112,U
2333,BT13,U
2334,LS35,U
2335,XCP,U
2336,AT21,U
2337,P23,U
2338,B35,U
2339,BE-9L,U
2340,PA55,U
2341,PA3,U
2342,C18,U
2343,AC36,U
2344,AP28,U
2345,CONI,U
2346,C14,U
2347,B737 PA31,U
2348,KINGAIR,U
2349,BE06,U
2350,MX6,U
2351,BD90,U
2352,LA04,U
2353,C432,U
2354,GLX,U
2355,H53,U
2356,BL18,U
2357,SL11,U
2358,T43,U
2359,H757,U
2360,BL11,U
2361,DRJW,U
2362,BARON,U
2363,BE210,U
2364,VJ22,U
2365,P38,U
2366,LEAR JETS,U
2367,B190C,U
2368,HS25B,U
2369,P23R,U
2370,LJ16,U
2371,MO30,U
2372,BK11,U
2373,LJ21,U
2374,AC25,U
2375,B28B,U
2376,C90,U
2377,CP75,U
2378,CJ6X,U
2379,V421,U
2380,CHD,U
2381,ML3,U
2382,VARGA,U
2383,B500,U
2384,E445,U
2385,NE20,U
2386,DAS8,U
2387,T30,U
2388,PUSH,U
2389,KIT,U
2390,ST10,U
2391,LN32,U
2392,RJ88,U
2393,J131,U
2394,PA24A,U
2395,C60,U
2396,H707,U
2397,CITB,U
2398,PS11,U
2399,CH71,U
2400,ATR42,U
2401,A9,U
2402,BFL,U
2403,EL45,U
2404,C132,U
2405,DH8R,U
2406,KUNK,U
2407,328,U
2408,LA35,U
2409,LANC5,U
2410,TRJ1,U
2411,MB88,U
2412,PJR,U
2413,B740,U
2414,L329,U
2415,BK117,U
2416,PL,U
2417,B763Q,U
2418,MULITPLE,U
2419,LJ56,U
2420,C338,U
2421,JEST,U
2422,BER8,U
2423,PA76,U
2424,DV29,U
2425,735,U
2426,LCN2,U
2427,E3B,U
2428,MXC,U
2429,L,U
2430,MXC7,U
2431,BL90,U
2432,P28C,U
2433,S107,U
2434,LNC1,U
2435,U60,U
2436,SH61,U
2437,A46T,U
2438,BIPL,U
2439,U,U
2440,SA3A,U
2441,P149,U
2442,B737; C25A,U
2443,H?B744,U
2444,MIRA,U
2445,CH4A,U
2446,AT6T,U
2447,STS,U
2448,T12,U
2449,KC13S,U
2450,PAR0,U
2451,ZLIN,U
2452,HB772,U
2453,E130,U
2454,V737,U
2455,B25,U
2456,DHC5,U
2457,DA21,U
2458,HAB,U
2459,RV43,U
2460,L56X,U
2461,K109,U
2462,B752 MD82,U
2463,7SG,U
2464,PAZR,U
2465,P124,U
2466,H58,U
2467,VRJ,U
2468,L55,U
2469,R200,U
2470,GLASS,U
2471,OH64,U
2472,B737 CL60,U
2473,AC145,U
2474,C325,U
2475,30,U
2476,N190,U
2477,CH80,U
2478,ASTRA,U
2479,P20R,U
2480,B28P,U
2481,NMR,U
2482,NMRSACR,U
2483,AC35,U
2484,HR35,U
2485,028,U
2486,CROP,U
2487,BKNU,U
2488,LBUG,U
2489,MA5,U
2490,B750,U
2491,SHD7,U
2492,UH64,U
2493,73Q,U
2494,CT7,U
2495,LJ75,U
2496,AT80,U
2497,DH2T,U
2498,AS59,U
2499,S208,U
2500,O28R,U
2501,F70,U
2502,A743,U
2503,BJ45,U
2504,HMBD,U
2505,HH60,U
2506,B752 B738,U
2507,GL30,U
2508,AG,U
2509,LJ28,U
2510,TERN,U
2511,TABO,U
2512,S51,U
2513,BA50,U
2514,MU6,U
2515,F-18,U
2516,B214,U
2517,BELL,U
2518,OMF,U
2519,C308,U
2520,SVRL ARCFT,U
2521,BLIMP,U
2522,MA20,U
2523,DIAMOND,U
2524,RV9S,U
2525,GLG5,U
2526,FV6,U
2527,SH20,U
2528,N742,U
2529,LNEX,U
2530,GULFSTREAM5,U
2531,L11E,U
2532,ULAC,U
2533,BY3Y,U
2534,U21,U
2535,CRG4,U
2536,7GBC,U
2537,S10V,U
2538,B757 A319,U
2539,075,U
2540,ST2,U
2541,PA28R,U
2542,E190,U
2543,BONANZA,U
2544,E500,U
2545,S24R,U
2546,BL47,U
2547,BAC8,U
2548,065,U
2549,GL65,U
2550,A200,U
2551,EX45,U
2552,TF21,U
2553,COP,U
2554,PS32,U
2555,CL58,U
2556,B763 A320,U
2557,DHC3T,U
2558,S64E,U
2559,PAYE2,U
2560,CO65,U
2561,BDOG,U
2562,JCRU,U
2563,SH6,U
2564,PARA,U
2565,A301,U
2566,B737 P180,U
2567,XCB,U
2568,GLES,U
2569,NK,U
2570,HB1,U
2571,BE09,U
2572,764,U
2573,CD2,U
2574,H25 B737,U
2575,A320 B757,U
2576,UBKB,U
2577,XPL,U
2578,C560X,U
2579,ALL A,U
2580,DAC6,U
2581,PH6T,U
2582,4 B572,U
2583,CH3,U
2584,EA500,U
2585,HX1,U
2586,PRIM,U
2587,TR1N,U
2588,SE29,U
2589,RJ65,U
2590,SSF,U
2591,C82A,U
2592,PTSI,U
2593,CH30,U
2594,P28D,U
2595,MOT,U
2596,MY20,U
2597,PL180,U
2598,C216,U
2599,PA,U
2600,M18T,U
2601,MULTI ACFT,U
2602,MULIT ACFT,U
2603,B75L,U
2604,UKNO,U
2605,GLGX,U
2606,DV60,U
2607,C172S,U
2608,K8,U
2609,C3100,U
2610,M231,U
2611,C520,U
2612,C26,U
2613,EC45,U
2614,EC3,U
2615,SD33,U
2616,AERO,U
2617,SDH6,U
2618,MALIBU,U
2619,C151,U
2620,RV7A,U
2621,N177,U
2622,AAT,U
2623,H250,U
2624,LC10,U
2625,ABUS,U
2626,SP24,U
2627,SMOOTH,U
2628,MD82 B737,U
2629,C651,U
2630,C321,U
2631,S7,U
2632,T4,U
2633,F45X,U
2634,SVRL CARJ,U
2635,A124,U
2636,EDGE,U
2637,BH40,U
2638,C187,U
2639,PJ6,U
2640,AV8,U
2641,PA31 BE20,U
2642,SKIM,U
2643,F26T,U
2644,V550,U
2645,7CH7,U
2646,GS5,U
2647,SABR,U
2648,JS33,U
2649,025,U
2650,CRJ7 A319,U
2651,028A,U
2652,MSOR,U
2653,7ACA,U
2654,D16A,U
2655,PL2,U
2656,B767 B737,U
2657,AA5C,U
2658,UNK JET,U
2659,B737 CRJ,U
2660,7373,U
2661,CH53,U
2662,DD28,U
2663,A230,U
2664,FA200,U
2665,COL2,U
2666,C575,U
2667,B106,U
2668,B772737,U
2669,AG5B,U
2670,PBM7,U
2671,GCBC,U
2672,C192,U
2673,N20P,U
2674,N2P,U
2675,EXTA,U
2676,B25B,U
2677,F19,U
2678,C565,U
2679,L131,U
2680,HUML,U
2681,C025,U
2682,E35,U
2683,LZ10,U
2684,SVRL TYPES,U
2685,B767 B757,U
2686,A300 B757,U
2687,1850,U
2688,7GCB,U
2689,F1,U
2690,753,U
2691,GS2,U
2692,MD821,U
2693,B409,U
2694,C28,U
2695,V501,U
2696,JETZ,U
2697,CRL2,U
2698,Z319,U
2699,SS2T,U
2700,C25X,U
2701,B73G,U
2702,FK20,U
2703,373,U
2704,A320 B737,U
2705,KC6,U
2706,D182,U
2707,RJA,U
2708,JS38,U
2709,M735,U
2710,8H8,U
2711,BA11,U
2712,AC65,U
2713,MANY ACFT,U
2714,SHIP,U
2715,157,U
2716,FH36,U
2717,FA01,U
2718,AVION,U
2719,COLS,U
2720,RJ8,U
2721,HRZN,U
2722,L17,U
2723,MO31,U
2724,EXPT,U
2725,D120,U
2726,HR44,U
2727,HS25S,U
2728,3145,U
2729,B744+,U
2730,CE36,U
2731,C56B,U
2732,B37B,U
2733,PN2A,U
2734,TDM7,U
2735,DH3D,U
2736,P45T,U
2737,SURL,U
2738,SRB1,U
2739,MO20T,U
2740,A303,U
2741,T145,U
2742,}B747,U
2743,ARCO,U
2744,A22,U
2745,O27A,U
2746,VE35,U
2747,WW1,U
2748,R7,U
2749,TEXT,U
2750,SE34,U
2751,S32,U
2752,OA30,U
2753,DA30,U
2754,E145 H25,U
2755,722,U
2756,E212,U
2757,B737 MD808,U
2758,H800,U
2759,BZJT,U
2760,C38,U
2761,CL35,U
2762,CLST,U
2763,CLN4,U
2764,A3231,U
2765,HXJ,U
2766,B733 B752,U
2767,B733 CRJ9,U
2768,MU2J,U
2769,F33A,U
2770,65,U
2771,C7,U
2772,F117,U
2773,B19D,U
2774,A366,U
2775,EMB120,U
2776,HS74,U
2777,MM1,U
2778,SBRI,U
2779,F27A,U
2780,RJ4,U
2781,C77G,U
2782,EF02,U
2783,BH8,U
2784,C250,U
2785,B375,U
2786,FH33,U
2787,SVRL AFCT,U
2788,B40,U
2789,CIVILJETS,U
2790,A280A28,U
2791,BL27,U
2792,772,U
2793,B540,U
2794,CRJL,U
2795,AB31,U
2796,BO6,U
2797,B737 E120,U
2798,737 757,U
2799,VRJ2,U
2800,V757,U
2801,MD890,U
2802,AH1,U
2803,B146,U
2804,M2O,U
2805,HB12,U
2806,TRIR,U
2807,FLEX,U
2808,A170,U
2809,FALCON JET,U
2810,B374,U
2811,P68A,U
2812,CH46,U
2813,B737 F900,U
2814,152,U
2815,W45X,U
2816,MD8P,U
2817,B737 B737,U
2818,RJRJC,U
2819,MULTI,U
2820,A319 B767,U
2821,A330-200,U
2822,SB340,U
2823,B767-400,U
2824,YK55,U
2825,HRV6,U
2826,B76Z,U
2827,VIH,U
2828,A60+,U
2829,HS,U
2830,HROC,U
2831,LA,U
2832,R216,U
2833,PR-1,U
2834,KA300,U
2835,TFUN,U
2836,C422,U
2837,RG7,U
2838,NUMER,U
2839,EC20,U
2840,BE650,U
2841,DH40,U
2842,SJR2,U
2843,RA39,U
2844,MTPL,U
2845,757-200,U
2846,SJ70,U
2847,CE9L,U
2848,AT4,U
2849,ZEP2,U
2850,V319,U
2851,SRJ,U
2852,SVRL CRJ2,U
2853,LRJ60,U
2854,NMRUS,U
2855,SVRL B737,U
2856,E129,U
2857,CH7T,U
2858,TWO B757,U
2859,BE6,U
2860,AB30,U
2861,E310,U
2862,SP7,U
2863,CRG7,U
2864,MS76,U
2865,PE12,U
2866,DC3S,U
2867,M733,U
2868,MXR,U
2869,MD135,U
2870,GFL4,U
2871,732,U
2872,EMB4,U
2873,F9090,U
2874,YK52,U
2875,GA08,U
2876,DHB8,U
2877,W25B,U
2878,C180Z,U
2879,DV22,U
2880,DH4,U
2881,CARJ MD88,U
2882,DV2,U
2883,BH05,U
2884,CS50,U
2885,B18,U
2886,LJ51,U
2887,SW5,U
2888,190,U
2889,B737 B755,U
2890,SF22,U
2891,LF35,U
2892,A32O,U
2893,AB320,U
2894,FWA,U
2895,CJ90,U
2896,A188,U
2897,CR65,U
2898,A28,U
2899,425B,U
2900,ENB5,U
2901,HH65,U
2902,SAB,U
2903,LJ2S,U
2904,SVL JETS,U
2905,TP83,U
2906,LC41,U
2907,MULT ACFT,U
2908,LGZ,U
2909,AA32,U
2910,D110,U
2911,LEZY,U
2912,TYI,U
2913,2001,U
2914,LF25,U
2915,DA23,U
2916,C85T,U
2917,B752 A320,U
2918,FH8D,U
2919,BE27,U
2920,B120,U
2921,BH26,U
2922,A360,U
2923,TBM1,U
2924,LCN4,U
2925,F24,U
2926,B747; A345,U
2927,LNC7,U
2928,XPER,U
2929,CEJ7,U
2930,GFL3,U
2931,B32,U
2932,OL3,U
2933,CRJ A320,U
2934,ATP,U
2935,B757 CRJ,U
2936,1718,U
2937,RJ45,U
2938,B766,U
2939,F460,U
2940,090,U
2941,SD34,U
2942,RJ41,U
2943,L8A,U
2944,CR51,U
2945,318,U
2946,MO82,U
2947,M882,U
2948,A305B,U
2949,086-105,U
2950,FS34,U
2951,B767 B737 B,U
2952,A334,U
2953,SR40,U
2954,LS8,U
2955,MULT AFCT,U
2956,0BE10,U
2957,WW21,U
2958,P60,U
2959,E36,U
2960,C45X,U
2961,LNCY,U
2962,E145 JS41,U
2963,B525,U
2964,CJ,U
2965,BER58,U
2966,DH02,U
2967,ALL TYPE,U
2968,CL200,U
2969,C-17,U
2970,LJ31A,U
2971,757 A320,U
2972,B738Q,U
2973,MD11 B757,U
2974,JS1,U
2975,SC14,U
2976,GLF5Q,U
2977,A321 B757,U
2978,IR23,U
2979,AIRBUS,U
2980,DH8},U
2981,028R,U
2982,B34T,U
2983,F2T,U
2984,EXPM,U
2985,HB764,U
2986,JL35,U
2987,C13,U
2988,PXN,U
2989,DH83,U
2990,BH07,U
2991,A120,U
2992,M02,U
2993,C12B,U
2994,BE15,U
2995,F2HH,U
2996,CRQ2,U
2997,220,U
2998,TB41,U
2999,170,U
3000,B737-400,U
3001,DC83,U
3002,TXE2,U
3003,PIS2,U
3004,AR20,U
3005,C825,U
3006,AC319,U
3007,SRJ9,U
3008,NUMRS ACFT,U
3009,BE100,U
3010,BO35,U
3011,W24,U
3012,400,U
3013,D767,U
3014,DIAM,U
3015,C042,U
3016,RV2,U
3017,HVY,U
3018,MD80 PR1M,U
3019,Z50,U
3020,B737Q,U
3021,B733Q,U
3022,B23,U
3023,RJ84,U
3024,AC19,U
3025,PMR1,U
3026,MH60,U
3027,P21,U
3028,B738RKS,U
3029,LF45,U
3030,B 737,U
3031,H26,U
3032,D1,U
3033,NE58,U
3034,B765,U
3035,P4,U
3036,H369,U
3037,SH,U
3038,CV20,U
3039,B737 A300,U
3040,F2,U
3041,LJ5,U
3042,A320 C17,U
3043,UKUN,U
3044,MO20I,U
3045,B7381V1,U
3046,U135,U
3047,B752PWE,U
3048,B738SHD,U
3049,BE99G,U
3050,FLT2,U
3051,C941,U
3052,RV44,U
3053,CYMP,U
3054,KS32,U
3055,E2C,U
3056,B75B,U
3057,B737-700,U
3058,CA18,U
3059,T95A,U
3060,P136,U
3061,CRJQ,U
3062,SEVERAL ACF,U
3063,A46,U
3064,ABE58,U
3065,EJ45,U
3066,BE48,U
3067,P36T,U
3068,V575,U
3069,CRJ71,U
3070,RALY,U
3071,TS31,U
3072,DH7A,U
3073,S70,U
3074,CJET,U
3075,A50,U
3076,MUTI,U
3077,HXU,U
3078,PA46PA46,U
3079,EC13,U
3080,C285,U
3081,B753PWE,U
3082,H325,U
3083,SJ41,U
3084,SRVL JETS,U
3085,N744,U
3086,H660,U
3087,T21,U
3088,LK35,U
3089,BD95,U
3090,C224,U
3091,LT65,U
3092,SBR34,U
3093,E117,U
3094,B737-800,U
3095,C55O,U
3096,FFC,U
3097,B747-200,U
3098,M205,U
3099,B767-200,U
3100,PA19,U
3101,PA31Q,U
3102,B777 B757,U
3103,BA30,U
3104,P68P,U
3105,L18,U
3106,BH,U
3107,SF50,U
3108,H5B,U
3109,E124,U
3110,BH47,U
3111,LJ61,U
3112,B737 DC9,U
3113,G7,U
3114,ZZZZ,U
3115,AC8,U
3116,B756,U
3117,20E,U
3118,C410,U
3119,BE2L,U
3120,BE5,U
3121,E415,U
3122,B752Q,U
3123,HELICOPTER,U
3124,SCT090,U
3125,SAEW,U
3126,B28A,U
3127,NA12,U
3128,B732RIC,U
3129,B358,U
3130,PA1M,U
3131,8KCA,U
3132,A39,U
3133,C302,U
3134,C028,U
3135,MD88HLG,U
3136,A752,U
3137,A340-300,U
3138,MD35,U
3139,FS36,U
3140,RV 6,U
3141,C5XL,U
3142,C560Q,U
3143,LJ29,U
3144,SA36,U
3145,BL46,U
3146,PRM2,U
3147,GCI1,U
3148,NMRS TURBOJ,U
3149,SRJ6,U
3150,EA40,U
3151,U757,U
3152,7KC,U
3153,MD88RIC,U
3154,AYE250,U
3155,AJET,U
3156,DC9 MD80,U
3157,C7H,U
